# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.totalTimeToSafepointsMs,1772988990871000000,1772989051155000000,167
JVM.newThreadsCount,1772988990871000000,1772989051155000000,142
JVM.totalCpuTimeMs,1772988990871000000,1772989051155000000,167520
JVM.maxThreadCount,1772988990871000000,1772989051155000000,132
MEM.fileMappingsRamBytes,1772988990871000000,1772989051155000000,428310528
JVM.GC.collections,1772988990871000000,1772989051155000000,48
JVM.committedHeapBytes,1772988990871000000,1772989051155000000,521142272
JVM.totalTimeAtSafepointsMs,1772988990871000000,1772989051155000000,1646
JVM.totalBytesAllocated,1772988990871000000,1772989051155000000,3397408952
MEM.ramBytes,1772988990871000000,1772989051155000000,1426714624
JVM.usedHeapBytes,1772988990871000000,1772989051155000000,329100840
JVM.totalSafepointCount,1772988990871000000,1772989051155000000,188
JVM.totalDirectByteBuffersBytes,1772988990871000000,1772989051155000000,6868900
JVM.maxHeapBytes,1772988990871000000,1772989051155000000,2147483648
JVM.usedNativeBytes,1772988990871000000,1772989051155000000,405080296
OS.loadAverage,1772988990871000000,1772989051155000000,8.79736328125
MEM.ramPlusSwapMinusFileMappingsBytes,1772988990871000000,1772989051155000000,1160736768
JVM.GC.collectionTimesMs,1772988990871000000,1772989051155000000,1575
JVM.threadCount,1772988990871000000,1772989051155000000,131
MEM.ramMinusFileMappingsBytes,1772988990871000000,1772989051155000000,998318080
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1772988990871000000,1772989051155000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1772988990871000000,1772989051155000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1772988990871000000,1772989051155000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1772988990871000000,1772989051155000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1772988990871000000,1772989051155000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1772988990871000000,1772989051155000000,0
compiler.ArtifactManagerBridge.commit.ms,1772988990871000000,1772989051155000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1772988990871000000,1772989051155000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1772988990871000000,1772989051155000000,0
NonBlockingReadAction.failedExecutionsCount,1772988990871000000,1772989051155000000,0
FlushQueue.waitingTimeMaxNs,1772988990871000000,1772989051155000000,0
FlushQueue.queueSizeMax,1772988990871000000,1772989051155000000,0
FlushQueue.executionTimeMaxNs,1772988990871000000,1772989051155000000,0
FlushQueue.waitingTimeAvgNs,1772988990871000000,1772989051155000000,0.0
WriteAction.executionsCount,1772988990871000000,1772989051155000000,11
NonBlockingReadAction.failedExecutionTimeUs,1772988990871000000,1772989051155000000,0
ReadAction.executionsCount,1772988990871000000,1772989051155000000,103583
FlushQueue.executionTime90PNs,1772988990871000000,1772989051155000000,0
FlushQueue.tasksExecuted,1772988990871000000,1772989051155000000,0
FlushQueue.queueSize90P,1772988990871000000,1772989051155000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1772988990871000000,1772989051155000000,1323708
FlushQueue.executionTimeAvgNs,1772988990871000000,1772989051155000000,0.0
AWTEventQueue.eventsDispatched,1772988990871000000,1772989051155000000,12
FlushQueue.waitingTime90PNs,1772988990871000000,1772989051155000000,0
AWTEventQueue.dispatchTimeAvgNs,1772988990871000000,1772989051155000000,2257493.3333333335
AWTEventQueue.dispatchTime90PNs,1772988990871000000,1772989051155000000,3031039
AWTEventQueue.dispatchTimeTotalNS,1772988990871000000,1772989051155000000,25141892769
AWTEventQueue.dispatchTimeMaxNs,1772988990871000000,1772989051155000000,3031039
NonBlockingReadAction.finalizedExecutionsCount,1772988990871000000,1772989051155000000,11
FlushQueue.queueSizeAvg,1772988990871000000,1772989051155000000,0.0
VFS.fileByIdCache.hits,1772988990871000000,1772989051155000000,0
VFS.fileByIdCache.misses,1772988990871000000,1772989051155000000,1752
VFS.folderCaseSensitivityReads,1772988990871000000,1772989051155000000,0
VFS.contentStorage.recordsDeduplicated,1772988990871000000,1772989051155000000,0
VFS.contentStorage.recordsStoredCompressed,1772988990871000000,1772989051155000000,0
VFS.contentStorage.recordsReadSize,1772988990871000000,1772989051155000000,491016
VFS.contentStorage.recordsRead,1772988990871000000,1772989051155000000,14
VFS.contentStorage.recordsReadDecompressed,1772988990871000000,1772989051155000000,6
VFS.contentStorage.recordsStored,1772988990871000000,1772989051155000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1772988990871000000,1772989051155000000,2120
FileNameCache.totalMisses,1772988990871000000,1772989051155000000,49280
VFS.contentStorage.recordsStoredSize,1772988990871000000,1772989051155000000,0
FileNameCache.queries,1772988990871000000,1772989051155000000,1753600
VFS.invertedFileNameIndex.requests,1772988990871000000,1772989051155000000,10
VFS.contentStorage.recordsUncompressedSize,1772988990871000000,1772989051155000000,0
VFS.fileChildByName,1772988990871000000,1772989051155000000,7216
workspaceModel.mutableEntityStorage.collect.changes.ms,1772988990871000000,1772989051155000000,3
workspaceModel.load.cache.from.file.ms,1772988990871000000,1772989051155000000,627
workspaceModel.orphan.listener.update.ms,1772988990871000000,1772989051155000000,13
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772988990871000000,1772989051155000000,70
workspaceModel.mutableEntityStorage.put.entity.ms,1772988990871000000,1772989051155000000,36
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1772988990871000000,1772989051155000000,11
jps.facet.change.listener.before.change.events.ms,1772988990871000000,1772989051155000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1772988990871000000,1772989051155000000,8
workspaceModel.save.cache.to.file.ms,1772988990871000000,1772989051155000000,176
jps.app.storage.content.reader.load.component.ms,1772988990871000000,1772989051155000000,43
jps.save.changed.project.entities.ms,1772988990871000000,1772989051155000000,8
workspaceModel.delayed.project.synchronizer.sync.ms,1772988990871000000,1772989051155000000,493
workspaceModel.mutableEntityStorage.add.entity.ms,1772988990871000000,1772989051155000000,107
workspaceModel.moduleManagerBridge.create.module.instance.ms,1772988990871000000,1772989051155000000,0
workspaceModel.load.cache.metadata.from.file.ms,1772988990871000000,1772989051155000000,61
workspaceModel.mutableEntityStorage.resolve.ms,1772988990871000000,1772989051155000000,1
jps.load.project.to.empty.storage.ms,1772988990871000000,1772989051155000000,291
jps.library.entities.serializer.save.entities.ms,1772988990871000000,1772989051155000000,0
jps.global.initialize.library.bridges.after.loading.ms,1772988990871000000,1772989051155000000,2
jps.global.get.library.by.name.ms,1772988990871000000,1772989051155000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1772988990871000000,1772989051155000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772988990871000000,1772989051155000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1772988990871000000,1772989051155000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1772988990871000000,1772989051155000000,29
jps.global.initialize.library.bridges.ms,1772988990871000000,1772989051155000000,8
workspaceModel.moduleBridgeLoader.loading.modules.ms,1772988990871000000,1772989051155000000,1435
jps.load.initial.state.ms,1772988990871000000,1772989051155000000,107
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772988990871000000,1772989051155000000,225
jps.facet.change.listener.init.bridge.ms,1772988990871000000,1772989051155000000,25
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1772988990871000000,1772989051155000000,2
jps.storage.jps.conf.reader.load.component.ms,1772988990871000000,1772989051155000000,13
jps.artifact.entities.serializer.save.entities.ms,1772988990871000000,1772989051155000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772988990871000000,1772989051155000000,0
jps.global.handle.before.change.events.ms,1772988990871000000,1772989051155000000,0
workspaceModel.global.apply.state.to.project.ms,1772988990871000000,1772989051155000000,776
workspaceModel.mutableEntityStorage.has.same.entities.ms,1772988990871000000,1772989051155000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1772988990871000000,1772989051155000000,7
workspaceModel.global.apply.state.to.project.builder.ms,1772988990871000000,1772989051155000000,11
workspaceModel.sync.entities.ms,1772988990871000000,1772989051155000000,0
jps.app.storage.content.writer.save.component.ms,1772988990871000000,1772989051155000000,41
workspaceModel.global.updates.ms,1772988990871000000,1772989051155000000,20
workspaceModel.mutableEntityStorage.modify.entity.ms,1772988990871000000,1772989051155000000,15
jps.apply.loaded.storage.ms,1772988990871000000,1772989051155000000,197
jps.artifact.entities.serializer.load.entities.ms,1772988990871000000,1772989051155000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1772988990871000000,1772989051155000000,150
workspaceModel.do.save.caches.ms,1772988990871000000,1772989051155000000,203
workspaceModel.mutableEntityStorage.instances.count,1772988990871000000,1772989051155000000,28
jps.reload.project.entities.ms,1772988990871000000,1772989051155000000,0
jps.module.iml.entities.serializer.save.entities.ms,1772988990871000000,1772989051155000000,0
workspaceModel.global.updates.count,1772988990871000000,1772989051155000000,1
jps.project.serializers.load.ms,1772988990871000000,1772989051155000000,96
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1772988990871000000,1772989051155000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1772988990871000000,1772989051155000000,10
jps.save.global.entities.ms,1772988990871000000,1772989051155000000,107
workspaceModel.mutableEntityStorage.entities.ms,1772988990871000000,1772989051155000000,4
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772988990871000000,1772989051155000000,10
workspaceModel.mutableEntityStorage.remove.entity.ms,1772988990871000000,1772989051155000000,0
jps.module.iml.entities.serializer.load.entities.ms,1772988990871000000,1772989051155000000,50
jps.global.get.library.ms,1772988990871000000,1772989051155000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772988990871000000,1772989051155000000,0
workspaceModel.moduleBridge.before.changed.ms,1772988990871000000,1772989051155000000,0
