# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
compiler.ArtifactManagerBridge.addArtifact.ms,1772988642637000000,1772988703041000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1772988642637000000,1772988703041000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1772988642637000000,1772988703041000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1772988642637000000,1772988703041000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1772988642637000000,1772988703041000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1772988642637000000,1772988703041000000,0
compiler.ArtifactManagerBridge.commit.ms,1772988642637000000,1772988703041000000,0
lexer.JAVA.time.ns,1772988642637000000,1772988703041000000,22464117
DiskQueryRelay.tasksExecuted,1772988642637000000,1772988703041000000,3589
writeAction.max.wait.ms,1772988642637000000,1772988703041000000,29
DiskQueryRelay.tasksRequested,1772988642637000000,1772988703041000000,11139
writeAction.count,1772988642637000000,1772988703041000000,11
DiskQueryRelay.taskWaitingTotalTimeUs,1772988642637000000,1772988703041000000,9831953
parser.JAVA.size.bytes,1772988642637000000,1772988703041000000,233569
parser.JAVA.time.ns,1772988642637000000,1772988703041000000,278278685
writeAction.median.wait.ms,1772988642637000000,1772988703041000000,0
writeAction.wait.ms,1772988642637000000,1772988703041000000,60
lexer.JAVA.size.bytes,1772988642637000000,1772988703041000000,231943
DiskQueryRelay.taskExecutionTotalTimeUs,1772988642637000000,1772988703041000000,1195018
Indexes.entries.lookupDurationAvgMs,1772988642637000000,1772988703041000000,0.0
Indexes.entries.lookupDurationMaxMs,1772988642637000000,1772988703041000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1772988642637000000,1772988703041000000,0
Indexes.stubs.lookupDurationAvgMs,1772988642637000000,1772988703041000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1772988642637000000,1772988703041000000,0
Indexes.allKeys.lookupDuration90PMs,1772988642637000000,1772988703041000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1772988642637000000,1772988703041000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1772988642637000000,1772988703041000000,0
Indexes.entries.lookupDuration90PMs,1772988642637000000,1772988703041000000,0.0
Indexing.writesQueuedMax,1772988642637000000,1772988703041000000,0
Indexes.stubs.lookupDurationMaxMs,1772988642637000000,1772988703041000000,0.0
Indexes.stubs.lookupDuration90PMs,1772988642637000000,1772988703041000000,0.0
Indexing.cache.totalCacheMisses,1772988642637000000,1772988703041000000,4324
Indexes.entries.lookups,1772988642637000000,1772988703041000000,1688
Indexes.allKeys.lookupDurationMaxMs,1772988642637000000,1772988703041000000,0.0
Indexing.cache.totalCacheEvicted,1772988642637000000,1772988703041000000,3657
Indexing.writesQueuedMin,1772988642637000000,1772988703041000000,9223372036854775807
Indexing.cache.totalCacheAccesses,1772988642637000000,1772988703041000000,19778
Indexing.writer_2.totalTimeSpentWritingMs,1772988642637000000,1772988703041000000,0
Indexes.stubs.lookups,1772988642637000000,1772988703041000000,3979
Indexes.allKeys.lookups,1772988642637000000,1772988703041000000,0
Indexing.totalTimeIndexersSleptMs,1772988642637000000,1772988703041000000,0
jps.facet.change.listener.process.change.events.ms,1772988642637000000,1772988703041000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1772988642637000000,1772988703041000000,739
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772988642637000000,1772988703041000000,4
jps.global.handle.before.change.events.ms,1772988642637000000,1772988703041000000,0
jps.global.handle.changed.events.ms,1772988642637000000,1772988703041000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1772988642637000000,1772988703041000000,178
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1772988642637000000,1772988703041000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1772988642637000000,1772988703041000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772988642637000000,1772988703041000000,11
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1772988642637000000,1772988703041000000,28
workspaceModel.mutableEntityStorage.referrers.ms,1772988642637000000,1772988703041000000,0
jps.facet.change.listener.before.change.events.ms,1772988642637000000,1772988703041000000,0
jps.save.changed.project.entities.ms,1772988642637000000,1772988703041000000,7
workspaceModel.mutableEntityStorage.modify.entity.ms,1772988642637000000,1772988703041000000,6
jps.app.storage.content.writer.save.component.ms,1772988642637000000,1772988703041000000,57
jps.global.get.library.by.name.ms,1772988642637000000,1772988703041000000,0
jps.global.get.library.ms,1772988642637000000,1772988703041000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1772988642637000000,1772988703041000000,0
jps.app.storage.content.reader.load.component.ms,1772988642637000000,1772988703041000000,23
workspaceModel.moduleBridgeLoader.loading.modules.ms,1772988642637000000,1772988703041000000,840
jps.library.entities.serializer.load.entities.ms,1772988642637000000,1772988703041000000,0
jps.project.serializers.save.ms,1772988642637000000,1772988703041000000,6
jps.facet.change.listener.init.bridge.ms,1772988642637000000,1772988703041000000,0
jps.module.iml.entities.serializer.load.entities.ms,1772988642637000000,1772988703041000000,317
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772988642637000000,1772988703041000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1772988642637000000,1772988703041000000,3
jps.reload.project.entities.ms,1772988642637000000,1772988703041000000,0
jps.save.global.entities.ms,1772988642637000000,1772988703041000000,131
workspaceModel.load.cache.metadata.from.file.ms,1772988642637000000,1772988703041000000,82
workspaceModel.mutableEntityStorage.add.entity.ms,1772988642637000000,1772988703041000000,221
